LotFrontage,LotArea,Street,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,MiscVal,MoSold,YrSold,HasGarage,MoSold_sin,MoSold_cos,HasBasement,HasPool,TotalSF,TotalFinishedSF,TotalPorchSF,TotalOutdoorSF,TotalBath,TotalFullBath,TotalHalfBath,BathPerBedroom,RoomPerBedroom,HasFireplace,HasPorch,HasWoodDeck,HasMasVnr,HouseAge,RemodAge,GarageAge,IsNewHouse,IsRemodeled,QualityConditionGap,ExteriorScore,GarageScore,BasementScore,FireplaceScore,KitchenScore,HeatingScore,QualAreaInteraction,QualTotalSF,CondAreaInteraction,QualGarageInteraction,QualBasementInteraction,QualGrLivAreaInteraction,GarageAreaPerCar,FinishedBsmtRatio,BasementRatio,LivingAreaRatio,PorchRatio,MSSubClass_120,MSSubClass_160,MSSubClass_180,MSSubClass_190,MSSubClass_20,MSSubClass_30,MSSubClass_40,MSSubClass_45,MSSubClass_50,MSSubClass_60,MSSubClass_70,MSSubClass_75,MSSubClass_80,MSSubClass_85,MSSubClass_90,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Alley_Grvl,Alley_NoAlley,Alley_Pave,LotShape_IR1,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_Bnk,LandContour_HLS,LandContour_Low,LandContour_Lvl,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosN,Condition1_RRAn,Condition1_Rare,Condition2_Norm,Condition2_Rare,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Fin,HouseStyle_1Story,HouseStyle_2Story,HouseStyle_Rare,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Rare,RoofMatl_CompShg,RoofMatl_Rare,Exterior1st_AsbShng,Exterior1st_BrkFace,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Rare,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsbShng,Exterior2nd_BrkFace,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_MetalSd,Exterior2nd_Plywood,Exterior2nd_Rare,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Rare,Foundation_Slab,Heating_Floor,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,Electrical_FuseA,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_NoGarage,Fence_GdPrv,Fence_GdWo,Fence_MnPrv,Fence_MnWw,Fence_NoFence,MiscFeature_Gar2,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_COD,SaleType_New,SaleType_Rare,SaleType_WD,SaleCondition_Abnorml,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleCondition_Rare,SalePrice,SalePrice_log1p
65.0,13031,1,2,6,5,1995,1996,0.0,3,3,4,3,1,5,592.0,1,0.0,99.0,691.0,4,1,691,807,0,1498,0.0,0.0,2,1,3,1,3,6,7,1,3,1995.0,3,2.0,409.0,3,3,2,315,44,0,0,0,0,0,0,7,2006,1,-0.4999999999999997,-0.8660254037844388,1,0,2189.0,2090.0,44,359,2.5,2.0,1.0,0.8333333333333334,2.0,1,1,1,0,11,10,11.0,0,1,1,3.0,3.0,3.5,3,3,4,13134.0,13.134,10945.0,2454.0,4146.0,8988,204.5,0.8567293777134588,0.3156692553677478,0.6843307446322522,0.020100502512562814,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,187500,12.141539457711714
73.0,9069,1,2,6,6,1992,1992,0.0,3,3,4,3,3,6,747.0,1,0.0,189.0,936.0,5,1,996,0,0,996,1.0,0.0,1,0,2,1,4,5,7,0,0,1992.0,1,2.0,564.0,3,3,2,120,0,0,0,0,0,0,0,4,2010,1,0.8660254037844387,-0.4999999999999998,1,0,1932.0,1743.0,0,120,2.0,2.0,0.0,1.0,2.5,0,0,1,0,18,18,18.0,0,0,0,3.0,3.0,3.5,0,4,5,11592.0,11.592,11592.0,3384.0,5616.0,5976,282.0,0.7980769230769231,0.484472049689441,0.515527950310559,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,147000,11.898194668458823
21.0,1974,1,2,4,5,1973,1973,0.0,3,3,3,3,1,4,334.0,1,0.0,212.0,546.0,3,1,546,546,0,1092,0.0,0.0,1,1,3,1,3,6,7,0,0,1973.0,2,1.0,286.0,3,3,2,120,96,0,0,0,0,0,0,5,2010,1,0.49999999999999994,-0.8660254037844387,1,0,1638.0,1426.0,96,216,1.5,1.0,1.0,0.5,2.0,0,1,1,0,37,37,37.0,0,0,-1,3.0,3.0,3.0,0,3,3,6552.0,6.552,8190.0,1144.0,2184.0,4368,286.0,0.6117216117216118,0.3333333333333333,0.6666666666666666,0.05860805860805861,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,83500,11.332613886815139
85.0,10574,1,2,8,5,2005,2006,0.0,4,3,4,3,2,1,0.0,1,0.0,1082.0,1082.0,5,1,1082,871,0,1953,0.0,0.0,2,1,3,1,4,9,7,1,4,2005.0,2,3.0,1043.0,3,3,2,160,50,0,0,0,0,0,0,5,2009,1,0.49999999999999994,-0.8660254037844387,1,0,3035.0,1953.0,50,210,2.5,2.0,1.0,0.8333333333333334,3.0,1,1,1,0,4,3,4.0,0,1,3,3.5,3.0,3.5,4,4,5,24280.0,24.28,15175.0,8344.0,8656.0,15624,347.6666666666667,0.0,0.35650741350906096,0.643492586490939,0.016474464579901153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,252000,12.437188334739655
24.0,2522,1,2,7,5,2004,2004,50.0,4,3,4,3,1,1,0.0,1,0.0,970.0,970.0,5,1,970,739,0,1709,0.0,0.0,2,0,3,1,4,7,3,0,0,2004.0,1,2.0,380.0,3,3,2,0,40,0,0,0,0,0,0,4,2006,1,0.8660254037844387,-0.4999999999999998,1,0,2679.0,1709.0,40,40,2.0,2.0,0.0,0.6666666666666666,2.3333333333333335,0,1,0,1,2,2,2.0,0,0,2,3.5,3.0,3.5,0,4,5,18753.0,18.753,13395.0,2660.0,6790.0,11963,190.0,0.0,0.3620754012691303,0.6379245987308697,0.014930944382232176,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,137500,11.83138646878959
37.0,3316,1,2,8,5,2005,2005,0.0,4,3,4,3,1,6,1039.0,1,0.0,208.0,1247.0,5,1,1247,0,0,1247,1.0,0.0,1,1,1,1,4,4,7,1,4,2005.0,3,2.0,550.0,3,3,2,0,84,0,0,0,0,0,0,4,2006,1,0.8660254037844387,-0.4999999999999998,1,0,2494.0,2286.0,84,84,2.5,2.0,1.0,2.5,4.0,1,1,0,0,1,1,1.0,0,0,3,3.5,3.0,3.5,4,4,5,19952.0,19.952,12470.0,4400.0,9976.0,9976,275.0,0.8331996792301524,0.5,0.5,0.03368083400160385,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,197000,12.190964083849375
60.0,8544,1,2,3,4,1950,1950,0.0,3,3,0,0,0,0,0.0,0,0.0,0.0,0.0,2,0,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,7,0,0,1987.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,6,2009,1,1.2246467991473532e-16,-1.0,0,0,1040.0,1040.0,0,0,2.0,2.0,0.0,1.0,3.0,0,0,0,0,59,59,22.0,0,0,-1,3.0,3.0,0.0,0,3,2,3120.0,3.12,4160.0,1200.0,0.0,3120,200.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,92900,11.439289689006644
24.0,2160,1,2,7,5,1999,2000,212.0,4,3,4,3,1,4,510.0,1,0.0,90.0,600.0,5,1,624,628,0,1252,1.0,0.0,2,1,2,1,4,4,7,0,0,1999.0,1,2.0,462.0,3,3,2,0,48,0,0,0,0,0,0,3,2008,1,1.0,6.123233995736766e-17,1,0,1852.0,1762.0,48,48,3.5,3.0,1.0,1.75,2.0,0,1,0,1,9,8,9.0,0,1,2,3.5,3.0,3.5,0,4,5,12964.0,12.964,9260.0,3234.0,4200.0,8764,231.0,0.85,0.32397408207343414,0.6760259179265659,0.02591792656587473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,160000,11.982935344196433
60.0,8400,1,2,6,5,1925,1950,0.0,3,3,3,3,1,3,423.0,1,0.0,758.0,1181.0,2,1,1390,304,0,1694,0.0,0.0,2,0,4,1,3,7,7,1,4,1925.0,1,2.0,576.0,3,3,2,342,0,128,0,0,0,0,0,6,2008,1,1.2246467991473532e-16,-1.0,1,0,2875.0,2117.0,128,470,2.0,2.0,0.0,0.5,1.75,1,0,1,0,83,58,83.0,0,1,1,3.0,3.0,3.0,4,3,2,17250.0,17.25,14375.0,3456.0,7086.0,10164,288.0,0.35817104149026247,0.4107826086956522,0.5892173913043478,0.044521739130434786,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,136500,11.824087219587643
71.0,9230,1,2,5,8,1965,1998,166.0,3,3,3,3,2,6,661.0,1,0.0,203.0,864.0,4,1,1200,0,0,1200,1.0,0.0,1,1,1,1,4,6,7,0,0,1977.0,1,2.0,884.0,3,3,2,0,64,0,0,0,0,0,0,10,2006,1,-0.8660254037844386,0.5000000000000001,1,0,2064.0,1861.0,64,64,2.5,2.0,1.0,2.5,6.0,0,1,0,1,41,8,29.0,0,1,-3,3.0,3.0,3.0,0,4,4,10320.0,10.32,16512.0,4420.0,4320.0,6000,442.0,0.7650462962962963,0.4186046511627907,0.5813953488372093,0.031007751937984496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,146000,11.891368749982085
74.0,5868,1,2,5,7,1956,2000,0.0,3,3,3,3,1,4,248.0,3,240.0,448.0,936.0,5,1,936,0,0,936,1.0,0.0,1,0,2,1,3,4,7,0,0,1956.0,3,1.0,308.0,3,3,2,0,0,80,0,160,0,0,0,5,2010,1,0.49999999999999994,-0.8660254037844387,1,0,1872.0,1424.0,240,240,2.0,2.0,0.0,1.0,2.0,0,0,0,0,54,10,54.0,0,1,-2,3.0,3.0,3.0,0,3,5,9360.0,9.36,13104.0,1540.0,4680.0,4680,308.0,0.5213675213675214,0.5,0.5,0.1282051282051282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,129000,11.767575435251748
78.0,9317,1,2,6,5,2006,2006,0.0,4,3,4,3,1,6,24.0,1,0.0,1290.0,1314.0,4,1,1314,0,0,1314,0.0,0.0,2,0,3,1,4,6,7,1,4,2006.0,2,2.0,440.0,3,3,2,0,22,0,0,0,0,0,0,3,2007,1,1.0,6.123233995736766e-17,1,0,2628.0,1338.0,22,22,2.0,2.0,0.0,0.6666666666666666,2.0,1,1,0,0,1,1,1.0,0,0,1,3.5,3.0,3.5,4,4,4,15768.0,15.768,13140.0,2640.0,7884.0,7884,220.0,0.0182648401826484,0.5,0.5,0.00837138508371385,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,176432,12.080696479888447
60.0,6882,1,2,6,7,1914,2006,0.0,3,3,3,3,1,1,0.0,1,0.0,684.0,684.0,3,1,773,582,0,1355,0.0,0.0,1,1,3,1,4,7,7,0,0,1980.0,0,0.0,0.0,0,0,2,136,0,115,0,0,0,0,0,3,2007,0,1.0,6.123233995736766e-17,1,0,2039.0,1355.0,115,251,1.5,1.0,1.0,0.5,2.3333333333333335,0,0,1,0,93,1,0.0,0,1,-1,3.0,0.0,3.0,0,4,3,12234.0,12.234,14273.0,0.0,4104.0,8130,0.0,0.0,0.33545855811672387,0.6645414418832761,0.05640019617459539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,127000,11.751950239425476
61.5,3696,1,2,8,5,1986,1986,0.0,4,3,4,3,1,1,0.0,1,0.0,1074.0,1074.0,5,1,1088,0,0,1088,0.0,0.0,1,1,2,1,4,5,7,0,0,1987.0,2,2.0,461.0,3,3,2,0,74,137,0,0,0,0,0,10,2007,1,-0.8660254037844386,0.5000000000000001,1,0,2162.0,1088.0,211,211,1.5,1.0,1.0,0.75,2.5,0,1,0,0,21,21,20.0,0,0,3,3.5,3.0,3.5,0,4,5,17296.0,17.296,10810.0,3688.0,8592.0,8704,230.5,0.0,0.4967622571692877,0.5032377428307123,0.09759481961147086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,170000,12.04355959836804
50.0,6000,1,2,4,6,1936,1950,0.0,3,3,3,3,1,4,672.0,1,0.0,0.0,672.0,3,1,757,567,0,1324,0.0,0.0,1,0,3,1,3,6,7,0,0,1936.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,0,0,7,2009,1,-0.4999999999999997,-0.8660254037844388,1,0,1996.0,1996.0,0,0,1.0,1.0,0.0,0.3333333333333333,2.0,0,0,0,0,73,59,73.0,0,1,-2,3.0,3.0,3.0,0,3,3,7984.0,7.984,11976.0,960.0,2688.0,5296,240.0,1.0,0.3366733466933868,0.6633266533066132,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,128000,11.759793355371237
82.0,11880,1,2,7,5,1978,1978,206.0,3,3,4,3,1,5,704.0,1,0.0,567.0,1271.0,3,1,1601,0,0,1601,0.0,0.0,2,0,3,1,3,7,7,1,3,1978.0,2,2.0,478.0,3,3,2,0,0,0,0,0,0,0,0,4,2009,1,0.8660254037844387,-0.4999999999999998,1,0,2872.0,2305.0,0,0,2.0,2.0,0.0,0.6666666666666666,2.3333333333333335,1,0,0,1,31,31,31.0,0,0,2,3.0,3.0,3.5,3,3,3,20104.0,20.104,14360.0,3346.0,8897.0,11207,239.0,0.5538945712037766,0.44254874651810583,0.5574512534818942,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,157000,11.964007453736912
60.0,8400,1,2,2,5,1920,1950,0.0,3,3,3,2,1,3,290.0,1,0.0,0.0,290.0,3,0,438,0,0,438,0.0,0.0,1,0,1,1,2,3,7,0,0,1930.0,1,1.0,246.0,3,3,0,0,0,0,0,0,0,0,0,1,2009,1,0.49999999999999994,0.8660254037844387,1,0,728.0,728.0,0,0,1.0,1.0,0.0,1.0,3.0,0,0,0,0,89,59,79.0,0,1,-3,3.0,3.0,2.5,0,2,3,1456.0,1.456,3640.0,492.0,580.0,876,246.0,1.0,0.3983516483516483,0.6016483516483516,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,60000,11.002116507732017
61.0,9758,1,2,5,5,1971,1971,0.0,3,3,3,3,1,4,412.0,2,287.0,251.0,950.0,3,1,950,0,0,950,0.0,0.0,1,0,3,1,3,5,7,0,0,1981.0,1,1.0,280.0,3,3,2,0,0,0,0,0,0,0,0,7,2007,1,-0.4999999999999997,-0.8660254037844388,1,0,1900.0,1649.0,0,0,1.0,1.0,0.0,0.3333333333333333,1.6666666666666667,0,0,0,0,36,36,26.0,0,0,0,3.0,3.0,3.0,0,3,3,9500.0,9.5,9500.0,1400.0,4750.0,4750,280.0,0.7357894736842105,0.5,0.5,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,119500,11.691080018519527
